Tweet,Lemmatized_Tokens,Polarity,Polarity_Intensity,Emotion
Η εικόνα μας στο προσφυγικό είναι επιεικώς τραγική αλλά και η πραγματικότητα στις δομές φιλοξενίας προσφύγων δεν τιμάει καθόλου τη χώρα μας. Γίνεται δριμύτατη κριτική από το εξωτερικό για το #μεταναστευτικό.,"['εικόνα', 'στο', 'προσφυγικό', 'επιεικώς', 'τραγικός', 'και', 'πραγματικότητα', 'δομή', 'φιλοξενία', 'προσφύγα', 'τιμάω', 'χώρα', 'γίνομαι', 'δριμύτατη', 'κριτική', 'εξωτερικό', 'μεταναστευτικό']",-1,-2,θλίψη
"Ο #Κουλης,όμως,έχει άλλη δουλειά, διορίζει","['κουληςόμωςέχω', 'δουλειά', 'διορίζω']",1,1,θλίψη
RT @Marka149133376: Η εικόνα μας στο προσφυγικό είναι επιεικώς τραγική αλλά και η πραγματικότητα στις δομές φιλοξενίας προσφύγων δεν τιμάει…,"['εικόνα', 'στο', 'προσφυγικό', 'επιεικώς', 'τραγικός', 'και', 'πραγματικότητα', 'δομή', 'φιλοξενία', 'προσφύγα', 'τιμάω', '…', 'hundred', 'fortynine', 'hundred', 'thirtythree', 'hundred', 'seventysix']",-1,-1,θλίψη
Παράνομος μετανάστης «ξυλοφόρτωσε» άγρια δύο αστυνομικούς στην Μόρια – «Τόλμησαν» να του κάνουν υποδείξεις… @velopky @ellinikilisi,"['παράνομος', 'μετανάστης', 'ξυλοφόρτωσε', 'άγρια', 'δύο', 'αστυνομικούς', 'μόριο', 'τόλμησαν', 'του', 'κάνω', 'υποδείξει', '…']",-1,-2,θλίψη
RT @apokalyptikodel: Παράνομος μετανάστης «ξυλοφόρτωσε» άγρια δύο αστυνομικούς στην Μόρια – «Τόλμησαν» να του κάνουν υποδείξεις… @velopky @…,"['παράνομος', 'μετανάστης', 'ξυλοφόρτωσε', 'άγρια', 'δύο', 'αστυνομικούς', 'μόριο', 'τόλμησαν', 'του', 'κάνω', 'υποδείξει', '…']",-1,-2,θλίψη
1)Σταματάμε το φουσκωτό/του παίρνουμε τη μηχανή,"['σταματώ', 'φουσκωτότο', 'παίρνω', 'μηχανός']",0,0,θλίψη
2)Το ρυμουλκούμε πολύ κοντά στα παράλια μέχρι να μας σταματήσει η Τουρκική ακτοφυλακή.,"['ρυμουλκούμε', 'κοντά', 'παράλια', 'σταματήσω', 'τουρκικός', 'ακτοφυλακή', 'δύο']",0,0,θλίψη
"Μόλις το ξεκινήσουμε, θα κοπούν οι ροές αμέσως από τον Ερντύ.","['ξεκινήσω', 'κοπώ', 'ροή', 'από', 'ερντύ']",0,0,θλίψη
2)Το ρυμουλκούμε πολύ κοντά στα παράλια μέχρι να μας σταματ…,"['ρυμουλκούμε', 'κοντά', 'παράλια', 'σταματ', '…', 'δύο']",0,0,θλίψη
Η κακοκαιρία σταμάτησε τη μεγάλη ροή προσφύγων-μεταναστών στα νησιά,"['κακοκαιρίο', 'σταμάτησε', 'μεγάλη', 'ροή', 'προσφύγωνμεταναστός', 'νησί']",0,0,θλίψη
#ΛΑΘΡΟΜΕΤΑΝΑΣΤΕΥΣΗ #ΜΕΤΑΝΑΣΤΕΥΣΗ,"['λαθρομεταναστευση', 'μεταναστευση']",0,0,ουδέτερο
Μεταναστευτικό: «Όχι» από την Σάμο σε μεγάλη κλειστή δομή φιλοξενίας – Καλεί σε αντιδράσεις τους Δημάρχους &amp; των άλλων νησιών,"['μεταναστευτικό', 'από', 'σάμο', 'μεγάλη', 'κλειστός', 'δομή', 'φιλοξενία', 'καλώ', 'αντιδράσει', 'δημάρχου', 'άλλων', 'νησί', 'αμπέραζ']",1,1,θλίψη
via @aegeanews,['μέσω'],0,0,χαρά
@AfroditiManou1 Ο Ερντογάν φέρεται σαν Σουλτάνος είναι γνωστό.Είδατε τι έκανε με τους Κούρδους! Η Λύση που προτείνετε για το Προσφυγικό-Μεταναστευτικό ποιά είναι;Οι άνθρωποι αυτοί δεν ξεσπιτώνονται έτσι για το γούστο τους.Συμφωνείτε με την κυβέρνηση αυτή;Οι απόψεις του Μπογδάνου σας καλύπτουν;,"['ερντογάν', 'φέρομαι', 'σουλτάνος', 'γνωστόείδατε', 'κάνω', 'τους', 'Κούρδους', 'λύση', 'προτείνω', 'προσφυγικόμεταναστευτικό', 'είναιοι', 'άνθρωποι', 'δεν', 'ξεσπιτώνομαι', 'για', 'γούστο', 'τουςσυμφωνείτε', 'την', 'κυβέρνηση', 'αυτήοι', 'απόψει', 'Μπογδάνου', 'καλύπτω']",0,0,θλίψη
"@StraydogGreece Άρα με το - καθαρά κομματικό - σκεπτικό σου αν σε 1 χρόνο κυβέρνησης ΝΔ μπουν λιγότεροι από... 215.873, εσύ θα είσαι... ευχαριστημένος!!!","['καθαρά', 'κομματικό', 'σκεπτικό', 'χρόνο', 'κυβέρνηση', 'μπω', 'λιγότερος', 'εσύ', 'είσαι', 'ευχαριστημένος', 'hundred', 'fifteen', 'hundred', 'seventythree']",1,2,θλίψη
"Και μόνο ότι αναγκάζεσαι να συγκρίνεις τις επιδόσεις της ΝΔ στο μεταναστευτικό με τις κακιστες του ΣΥΡΙΖΑ, τα λέει όλα... 🤣🤣🤣","['μόνο', 'αναγκάζεσαι', 'συγκρίνει', 'επιδόσει', 'μεταναστευτικό', 'τις', 'κακιστες', 'συριζο', 'λέω', 'rolling', 'the', 'laughing', 'κυλιομένος', 'γέλιο', 'πάτωμα', 'κυλιομένος', 'γέλιο']",-1,-1,θλίψη
"@Nogate_T Όχι, απλά απατεώνες που τρώνε απο το μεταναστευτικό.","['όχι', 'απλά', 'απατεώνες', 'τρώνε', 'απο', 'μεταναστευτικό']",-1,-1,θλίψη
Καθηγητής Μάζης: Σε λίγο η Ελλάδα απλά δεν θα υπάρχει λόγω '' μεταναστευτικού'',"['καθηγητής', 'μάζης', 'λίγο', 'Ελλάδα', 'απλά', 'υπάρχω', 'μεταναστευτικός']",0,0,θλίψη
"Ο καταξιωμένος καθηγητής Γεωπολιτικής και διεθνολόγος, Ιωάννης Μάζης, χτύπησε το καμπανάκι του κινδύνου για το μεταναστευτικό.","['καταξιωμένος', 'καθηγητής', 'γεωπολιτικός', 'διεθνολόγος', 'Ιωάννης', 'μάζης', 'χτύπησε', 'καμπανάκι', 'κινδύνο', 'μεταναστευτικό']",-1,-1,θυμός
[ Η ΚΥΒΕΡΝΗΣΗ ΑΚΟΥΕΙ ] ?,"['κυβερνηση', 'ακουει']",0,0,ουδέτερο
Κοινή δράση για το μεταναστευτικό στη συνάντηση Μητσοτάκη-Κόντε,"['κοινός', 'δράση', 'μεταναστευτικό', 'συνάντηση', 'μητσοτάκηκόντε']",-1,-1,θυμός
"Αν γίνουν σύντομα εκλογές, η ΝΔούλα έτσι όπως τα έχει κάνει στο μεταναστευτικό, που λέει στον κόσμο να δεχτεί μαχαλάδες κ Μόριες σε κάθε πόλη κ γειτονιά, θα πάθει μεγάλο στραπάτσο.","['γίνω', 'σύντομα', 'εκλογές', 'νδούλο', 'όπως', 'έχω', 'κάνω', 'μεταναστευτικό', 'λέω', 'κόσμο', 'δεχτώ', 'μαχαλάδε', 'μόριε', 'κάθε', 'πόλη', 'γειτονί', 'πάθει', 'μεγάλος', 'στραπάτσο']",1,2,θλίψη
Διορία δέκα ημερών από τον Χρυσοχοΐδη στις ΜΚΟ που ασχολούνται με το Μεταναστευτικό για να καταγραφούν,"['διορία', 'δέκα', 'ημερή', 'τον', 'Χρυσοχοΐδη', 'μκο', 'ασχολούνται', 'μεταναστευτικό', 'καταγραφούν']",0,0,θλίψη
μέσω του χρήστη @Newspepper,"['του', 'χρήστη']",0,0,θλίψη
"Ο Μητσοτάκης με την πολιτική του στο #μεταναστευτικο καίει το όνομα της οικογένειάς του, την πολιτική του καριέρα, το κόμμα του, τη χώρα. Είναι σχεδόν σίγουρο ότι αν τη συνεχίσει δεν ξαναβγάζει αυτοδυναμία &amp; δύσκολα θα ξαναβγεί γενικώς. Εύλογο το ερώτημα λοιπόν. Γιατί?","['μητσοτάκη', 'την', 'πολιτική', 'στο', 'μεταναστευτικο', 'καίω', 'όνομο', 'οικογένειά', 'την', 'πολιτικός', 'καριέρα', 'κόμμος', 'χώρα', 'σχεδόν', 'σίγουρο', 'τη', 'συνεχίσει', 'ξαναβγάζω', 'αυτοδυναμίος', 'δύσκολας', 'ξαναβγώ', 'γενικώς', 'εύλογο', 'ερώτημο', 'γιατί', 'αμπέραζ']",0,0,θλίψη
Μεταναστευτικό - 411 νέες αφίξεις προσφύγων και μεταναστών στα νησιά - Τρεις συλλήψεις διακινητών #CreteDoc #Ειδήσεις,"['μεταναστευτικό', 'νέες', 'αφίξει', 'προσφύγα', 'μεταναστών', 'νησιά', 'συλλήψει', 'διακινητής', 'ειδήσει', 'hundred', 'eleven']",0,0,θλίψη
"Το μεταναστευτικό, οι εξελίξεις στο κυπριακό, γενικά στα ελληνοτουρκικά, είναι ικανά για να θελήσει, με έμμεσο τρόπο, να δρομολογήσει εκλογές με απώτερο στόχο τις ευρύτερα συναινετικές καταστάσεις, μιας και οι καιροί δείχνουν να το επιτάσσουν όλο και πιο έντονα…","['μεταναστευτικό', 'εξελίξει', 'κυπριακό', 'γενικά', 'ελληνοτουρκικά', 'ικανά', 'θελήσω', 'έμμεσος', 'τρόπο', 'δρομολογήσω', 'εκλογές', 'απώτερος', 'στόχο', 'ευρύτερα', 'συναινετικός', 'καταστάσει', 'και', 'καιρός', 'δείχνω', 'το', 'επιτάσσω', 'και', 'έντονας', '…']",-1,-1,θλίψη
Λενε διαρκως να επωμιστει ολη η ΕΕ το μεταναστευτικο &amp; οχι μονο η Ελλαδα.,"['λενε', 'διαρκω', 'επωμιστω', 'ολη', 'μεταναστευτικο', 'οχι', 'μονος', 'Ελλαδα', 'αμπέραζ']",0,0,θλίψη
Ποια υποχρεωση εχει η ΕΕ να δεχθει ολη την Ασια &amp; Αφρικη;,"['ποια', 'υποχρεωση', 'εχω', 'δεχθει', 'ολη', 'ασιος', 'Αφρικη', 'αμπέραζ']",0,0,θλίψη
"Εχει δεχθει ηδη αρκετους, ας κανουν αλλες χωρες το ""ανθρωπιστικο"" καθηκον τους.","['εχω', 'δεχθει', 'ηδη', 'αρκετους', 'κανω', 'αλλες', 'χωρε', 'ανθρωπιστικο', 'καθηκον']",0,0,θλίψη
"Ι. Μάζης: Αν υπομένουμε και συνηθίσουμε το ""μεταναστευτικό"", θα χαθούμε - βίντεο","['μάζης', 'υπομένω', 'συνηθίσω', 'μεταναστευτικό', 'χαθούμε', 'βίντεο']",0,0,θλίψη
Να απολυθούν οι μπάτσοι &amp; να αντικατασταθούν με γουρούνια.,"['απολυθώ', 'μπάτσοι', 'αντικατασταθώ', 'γουρούνι', 'αμπέραζ']",-1,-1,αηδία
Εξωτερικά η διαφορά είναι μικρή αλλά στην πραγματικότητα τα γουρούνια είναι αποτελεσματικότερα. @hellenicpolice @chrisochoidis,"['εξωτερικά', 'διαφορά', 'μικρός', 'στην', 'πραγματικότητα', 'γουρούνι', 'αποτελεσματικότερας']",-1,-1,θλίψη
Είναι συγκεκριμένο το σύστημα που ευνοεί την λαθρομετανάστευση!,"['συγκεκριμένος', 'σύστημα', 'ευνοεί', 'λαθρομετανάστευση']",0,0,θυμός
Αλεξανδρούπολη: Έλληνες έκαναν πορεία ενάντια στην ισλαμοποίηση και την λαθρομετανάστευση - emagazin,"['αλεξανδρούπολη', 'Έλληνες', 'κάνω', 'πορεία', 'ενάντια', 'ισλαμοποίηση', 'την', 'λαθρομετανάστευση']",0,0,θλίψη
