Text,Anger,Anticipation,Disgust,Fear,Joy,Sadness,Surprise,Trust,Emotion
καλοσύνη,0,0,0,0,1,0,0,1,"['joy', 'trust']"
αγαθός,0,0,0,0,1,0,0,0,['joy']
κληροδότημα,0,0,0,0,0,0,0,1,['trust']
τεθλιμμένος,0,0,0,0,0,1,0,0,['sadness']
πένθος,0,0,0,0,0,1,0,0,['sadness']
έξω φρενών,1,0,0,0,0,0,0,0,['anger']
κτηνώδης,0,0,1,1,0,0,0,0,"['disgust', 'fear']"
προδίδω,1,0,1,0,0,1,1,0,"['anger', 'disgust', 'sadness', 'surprise']"
προδοσία,1,0,1,0,0,1,0,0,"['anger', 'disgust', 'sadness']"
μνηστή,0,1,0,0,1,0,0,1,"['anticipation', 'joy', 'trust']"
Προσοχή,0,1,0,1,0,0,0,0,"['anticipation', 'fear']"
μπερδεμένος,0,0,0,1,0,0,1,0,"['fear', 'surprise']"
αμηχανία,0,0,0,1,0,0,1,0,"['fear', 'surprise']"
προκατάληψη,1,0,0,0,0,0,0,0,['anger']
διαμαρτυρία,1,0,1,0,0,0,0,0,"['anger', 'disgust']"
διετής,0,1,0,0,0,0,0,0,['anticipation']
NO TRANSLATION,0,0,0,1,0,1,0,0,"['fear', 'sadness']"
φανατικός,1,0,1,1,0,0,0,0,"['anger', 'disgust', 'fear']"
φανατικός,1,0,1,1,0,1,0,0,"['anger', 'disgust', 'fear', 'sadness']"
χολή,1,0,1,0,0,0,0,0,"['anger', 'disgust']"
βιοψία,0,0,0,1,0,0,0,0,['fear']
σημύδα,1,0,1,1,0,0,0,0,"['anger', 'disgust', 'fear']"
γέννηση,0,1,0,1,1,0,0,1,"['anticipation', 'fear', 'joy', 'trust']"
γενέθλια,0,1,0,0,1,0,1,0,"['anticipation', 'joy', 'surprise']"
γενέτειρα,1,0,0,0,0,0,0,0,['anger']
σκύλα,1,0,1,1,0,1,0,0,"['anger', 'disgust', 'fear', 'sadness']"
πικρά,1,0,1,0,0,1,0,0,"['anger', 'disgust', 'sadness']"
πικρία,1,0,1,0,0,1,0,0,"['anger', 'disgust', 'sadness']"
παράξενος,0,0,0,0,0,0,1,0,['surprise']
μαύρος,0,0,0,0,0,1,0,0,['sadness']
εκβιασμός,1,0,0,1,0,0,0,0,"['anger', 'fear']"
μαυρίλα,0,0,0,1,0,1,0,0,"['fear', 'sadness']"
κατηγορώ,1,0,1,0,0,0,0,0,"['anger', 'disgust']"
κουβέρτα,0,0,0,0,0,0,0,1,['trust']
βλάσφημος,1,0,1,0,0,0,0,0,"['anger', 'disgust']"
βλασφημία,1,0,0,0,0,0,0,0,['anger']
έκρηξη,1,0,0,1,0,0,1,0,"['anger', 'fear', 'surprise']"
κραυγαλέος,1,0,1,0,0,0,0,0,"['anger', 'disgust']"
φλόγα,1,0,0,0,0,0,0,0,['anger']
ψυχρός,0,0,0,0,0,1,0,0,['sadness']
Αιμορραγία,0,0,1,1,0,1,0,0,"['disgust', 'fear', 'sadness']"
ψεγάδι,1,0,1,1,0,1,0,0,"['anger', 'disgust', 'fear', 'sadness']"
ευλογώ,0,1,0,0,1,0,0,1,"['anticipation', 'joy', 'trust']"
ευλογημένος,0,0,0,0,1,0,0,0,['joy']
ευλογία,0,1,0,0,1,0,0,1,"['anticipation', 'joy', 'trust']"
ευλογίες,0,1,0,0,1,0,1,1,"['anticipation', 'joy', 'surprise', 'trust']"
ερυσίβη,0,0,1,1,0,1,0,0,"['disgust', 'fear', 'sadness']"
καταστρέφονται,0,0,1,0,0,1,0,0,"['disgust', 'sadness']"
με δεμένα μάτια,0,1,0,1,0,0,1,0,"['anticipation', 'fear', 'surprise']"
με κλειστά μάτια,0,0,0,0,0,1,0,0,['sadness']
τύφλωση,0,0,0,0,0,1,0,0,['sadness']
ευδαιμονία,0,0,0,0,1,0,0,0,['joy']
ευτυχισμένος,0,0,0,0,1,0,0,0,['joy']
φουσκάλα,0,0,1,0,0,0,0,0,['disgust']
αιφνιδιαστική επίθεση,0,0,0,0,0,0,1,0,['surprise']
πρησμένος,0,0,1,0,0,0,0,0,['disgust']
άμορφη μάζα,0,0,1,1,0,0,0,0,"['disgust', 'fear']"
αποκλεισμός,1,0,0,1,0,1,0,0,"['anger', 'fear', 'sadness']"
αιματοχυσία,1,0,1,1,0,1,1,0,"['anger', 'disgust', 'fear', 'sadness', 'surprise']"
αιμοδίψης,1,0,1,1,0,0,0,0,"['anger', 'disgust', 'fear']"
αιματηρός,1,0,1,1,0,1,0,0,"['anger', 'disgust', 'fear', 'sadness']"
ανθίζω,0,1,0,0,1,0,0,1,"['anticipation', 'joy', 'trust']"
άνθος,0,0,0,0,1,0,0,0,['joy']
μπλε,0,0,0,0,0,1,0,0,['sadness']
ακεφιά,0,0,0,1,0,1,0,0,"['fear', 'sadness']"
γκάφα,0,0,1,0,0,1,0,0,"['disgust', 'sadness']"
σανίδα,0,1,0,0,0,0,0,0,['anticipation']
σωματοφύλακας,0,0,0,0,0,0,0,1,['trust']
ψευδής,1,0,1,0,0,0,0,0,"['anger', 'disgust']"
βρασμός,0,0,1,0,0,0,0,0,['disgust']
θορυβώδης,1,1,0,0,1,0,0,0,"['anger', 'anticipation', 'joy']"
βόμβα,1,0,0,1,0,1,1,0,"['anger', 'fear', 'sadness', 'surprise']"
βομβαρδίζω,1,0,0,1,0,0,0,0,"['anger', 'fear']"
βομβαρδισμός,1,0,0,1,0,0,0,0,"['anger', 'fear']"
βομβαρδίστηκε,0,0,1,0,0,0,0,0,['disgust']
βομβαρδιστικό,0,0,0,1,0,1,0,0,"['fear', 'sadness']"
εύρημα,0,0,0,0,1,0,0,0,['joy']
δουλεία,0,0,0,1,0,1,0,0,"['fear', 'sadness']"
δώρο,0,1,0,0,1,0,1,0,"['anticipation', 'joy', 'surprise']"
μπούμερανγκ,0,1,0,0,0,0,0,1,"['anticipation', 'trust']"
ανία,0,0,0,0,0,1,0,0,['sadness']
ενοχλεί,1,0,0,0,0,1,0,0,"['anger', 'sadness']"
κάτω μέρος,0,0,0,0,0,1,0,0,['sadness']
απύθμενος,0,0,0,1,0,0,0,0,['fear']
γενναιόδωρος,0,1,0,0,1,0,0,0,"['anticipation', 'joy']"
γενναιοδωρία,0,1,0,0,1,0,0,1,"['anticipation', 'joy', 'trust']"
μπουκέτο,0,0,0,0,1,0,0,1,"['joy', 'trust']"
πάλη,1,0,0,0,0,0,0,0,['anger']
βοδινός,0,0,1,0,0,0,0,0,['disgust']
σπλάχνα,0,0,1,0,0,0,0,0,['disgust']
πυγμαχία,1,0,0,0,0,0,0,0,['anger']
αγόρι,0,0,1,0,0,0,0,0,['disgust']
πίτουρο,0,0,1,0,0,0,0,0,['disgust']
φιλονικία,1,0,1,1,0,0,0,0,"['anger', 'disgust', 'fear']"
ορειχάλκινος,1,0,0,0,0,0,0,0,['anger']
Διακοπή,0,0,0,0,0,0,1,0,['surprise']
NO TRANSLATION,0,0,0,0,0,1,0,0,['sadness']
δωροδοκία,0,0,1,0,0,0,0,0,['disgust']
γάμος,0,1,0,0,1,0,0,1,"['anticipation', 'joy', 'trust']"
νυφη,0,1,0,0,1,0,0,1,"['anticipation', 'joy', 'trust']"
γαμπρός,0,1,0,0,1,0,0,1,"['anticipation', 'joy', 'trust']"
παράνυμφος,0,0,0,0,1,0,0,1,"['joy', 'trust']"
ταξιαρχία,0,0,0,1,0,0,0,0,['fear']
λαμπρύνω,0,0,0,0,1,0,1,1,"['joy', 'surprise', 'trust']"
λαμπρός,0,1,0,0,1,0,0,1,"['anticipation', 'joy', 'trust']"
θειάφι,1,0,0,1,0,0,0,0,"['anger', 'fear']"
ομοβροντία,0,1,0,0,0,0,0,0,['anticipation']
ψήνω στη σχάρα,1,0,0,0,0,0,0,0,['anger']
έσπασε,0,0,0,1,0,1,0,0,"['fear', 'sadness']"
σπασμένος,1,0,0,1,0,1,0,0,"['anger', 'fear', 'sadness']"
πορνείο,0,0,1,0,0,0,0,0,['disgust']
αδελφός,0,0,0,0,0,0,0,1,['trust']
αδελφότητα,0,0,0,0,0,0,0,1,['trust']
αδελφικός,0,1,0,0,1,0,0,1,"['anticipation', 'joy', 'trust']"
μώλωπας,0,1,0,0,0,0,0,0,['anticipation']
ορμή,1,0,0,0,0,0,0,0,['anger']
κτηνώδης,1,0,0,1,0,0,0,0,"['anger', 'fear']"
κτηνωδία,1,0,0,1,0,0,0,0,"['anger', 'fear']"
κτήνος,1,0,0,1,0,1,0,0,"['anger', 'fear', 'sadness']"
αίξ,0,0,0,1,0,0,1,0,"['fear', 'surprise']"
φίλε,0,1,0,0,1,0,0,1,"['anticipation', 'joy', 'trust']"
προϋπολογισμός,0,0,0,0,0,0,0,1,['trust']
μπουφές,1,0,0,0,0,0,0,0,['anger']
έντομο,0,0,1,1,0,0,0,0,"['disgust', 'fear']"
NO TRANSLATION,1,0,0,1,0,1,0,0,"['anger', 'fear', 'sadness']"
σάλπιγγα,0,1,0,0,0,0,0,0,['anticipation']
νταής,1,0,0,1,0,0,0,0,"['anger', 'fear']"
αλήτης,0,0,1,0,0,1,0,0,"['disgust', 'sadness']"
bummer,1,0,1,0,0,0,0,0,"['anger', 'disgust']"
ανθρακαποθήκη,0,0,0,1,0,0,0,0,['fear']
επαχθής,0,0,0,1,0,1,0,0,"['fear', 'sadness']"
γραφειοκρατία,0,0,0,0,0,0,0,1,['trust']
γραφειοκράτης,0,0,1,0,0,0,0,0,['disgust']
διαρρήκτης,0,0,1,1,0,0,0,0,"['disgust', 'fear']"
ταφή,1,0,0,1,0,1,0,0,"['anger', 'fear', 'sadness']"
θάβονται,0,0,0,1,0,1,0,0,"['fear', 'sadness']"
burke,1,0,1,1,0,1,0,0,"['anger', 'disgust', 'fear', 'sadness']"
γελοιοποιώ,0,0,0,0,0,0,1,0,['surprise']
κάηκε,0,0,1,0,0,0,0,0,['disgust']
υποτροφία,0,0,0,0,0,0,0,1,['trust']
θάβω,0,0,0,0,0,1,0,0,['sadness']
φίλημα,0,0,0,0,1,0,0,0,['joy']
σπάσει,1,0,0,1,0,0,0,0,"['anger', 'fear']"
σφάζω,1,0,1,1,0,0,0,0,"['anger', 'disgust', 'fear']"
μπάτλερ,0,0,0,0,0,0,0,1,['trust']
βόμβος,0,1,0,1,0,0,0,0,"['anticipation', 'fear']"
αντίο,0,1,0,0,0,0,0,0,['anticipation']
κανονισμός,0,0,0,0,0,0,0,1,['trust']
κλίκα,0,0,0,1,0,0,0,0,['fear']
υπουργικό συμβούλιο,0,0,0,0,0,0,0,1,['trust']
καλώδιο,0,0,0,0,0,0,1,0,['surprise']
κακοφωνία,1,0,1,0,0,0,0,0,"['anger', 'disgust']"
παληάνθρωπος,1,0,1,0,0,0,0,0,"['anger', 'disgust']"
πτώμα,0,0,1,1,0,1,1,0,"['disgust', 'fear', 'sadness', 'surprise']"
κλουβί,0,0,0,0,0,1,0,0,['sadness']
συμφορά,0,0,0,0,0,1,0,0,['sadness']
υπολογισμός,0,1,0,0,0,0,0,0,['anticipation']
αριθμομηχανή,0,0,0,0,0,0,0,1,['trust']
μοσχάρι,0,0,0,0,1,0,0,1,"['joy', 'trust']"
NO TRANSLATION,1,0,1,0,0,0,0,0,"['anger', 'disgust']"
κλήσεις,0,1,0,0,0,0,0,1,"['anticipation', 'trust']"
καμουφλάζ,0,0,0,0,0,0,1,0,['surprise']
NO TRANSLATION,0,0,0,0,0,0,1,0,['surprise']
εκστρατεία,1,0,0,1,0,0,0,0,"['anger', 'fear']"
Ματαίωση,0,0,0,0,0,1,0,0,['sadness']
Καρκίνος,1,0,1,1,0,1,0,0,"['anger', 'disgust', 'fear', 'sadness']"
ειλικρινής,0,1,0,0,1,0,1,1,"['anticipation', 'joy', 'surprise', 'trust']"
μπαστούνι,1,0,0,1,0,0,0,0,"['anger', 'fear']"
σαράκι,1,0,1,0,0,0,0,0,"['anger', 'disgust']"
ανθρωποφάγος,0,0,1,1,0,0,0,0,"['disgust', 'fear']"
καννιβαλισμός,0,0,1,0,0,0,0,0,['disgust']
NO TRANSLATION,1,0,0,1,0,0,0,0,"['anger', 'fear']"
κανόνα,0,0,0,0,0,0,0,1,['trust']
καπάκι,0,1,0,0,0,0,0,1,"['anticipation', 'trust']"
σαγηνεύω,0,1,0,0,1,0,1,1,"['anticipation', 'joy', 'surprise', 'trust']"
αιχμάλωτος,0,0,0,1,0,1,0,0,"['fear', 'sadness']"
αιχμαλωσία,0,0,0,0,0,1,0,0,['sadness']
αιχμαλωτίζων,0,0,0,1,0,0,0,0,['fear']
σκελετός,0,0,1,1,0,1,0,0,"['disgust', 'fear', 'sadness']"
καρκίνωμα,0,0,0,1,0,1,0,0,"['fear', 'sadness']"
καρδιομυοπάθεια,0,0,0,1,0,1,0,0,"['fear', 'sadness']"
καριέρα,0,1,0,0,0,0,0,0,['anticipation']
απροσεξία,1,0,1,0,0,0,0,0,"['anger', 'disgust']"
επιστάτης,0,0,0,0,0,0,0,1,['trust']
τερηδόνα,0,0,1,0,0,0,0,0,['disgust']
σφαγή,1,0,1,1,0,1,1,0,"['anger', 'disgust', 'fear', 'sadness', 'surprise']"
σαρκοφάγος,0,0,0,1,0,0,0,0,['fear']
κάλαντα,0,0,0,0,1,0,0,1,"['joy', 'trust']"
φυσίγγιο,0,0,0,1,0,0,0,0,['fear']
υπόθεση,0,0,0,1,0,1,0,0,"['fear', 'sadness']"
μετρητά,1,1,0,1,1,0,0,1,"['anger', 'anticipation', 'fear', 'joy', 'trust']"
ταμίας,0,0,0,0,0,0,0,1,['trust']
φέρετρο,0,0,0,1,0,1,0,0,"['fear', 'sadness']"
ατύχημα,1,0,0,1,0,1,0,0,"['anger', 'fear', 'sadness']"
καταρράκτης,0,1,0,1,0,1,0,0,"['anticipation', 'fear', 'sadness']"
καταστροφή,1,0,1,1,0,1,1,0,"['anger', 'disgust', 'fear', 'sadness', 'surprise']"
σύλληψη,0,0,0,0,0,0,1,0,['surprise']
κατήχηση,0,0,1,0,0,0,0,0,['disgust']
καθεδρικός ναός,0,0,0,0,1,0,0,1,"['joy', 'trust']"
Προσοχή,1,1,0,1,0,0,0,0,"['anger', 'anticipation', 'fear']"
προειδοποιητικός,0,0,0,1,0,0,0,0,['fear']
προσεκτικός,0,1,0,1,0,0,0,1,"['anticipation', 'fear', 'trust']"
με προσοχή,0,0,0,1,0,0,0,0,['fear']
διάσημος,0,1,0,0,1,0,0,0,"['anticipation', 'joy']"
γιορτάζοντας,0,1,0,0,1,0,0,0,"['anticipation', 'joy']"
εορτασμός,0,1,0,0,1,0,1,1,"['anticipation', 'joy', 'surprise', 'trust']"
διασημότητα,1,1,1,0,1,0,1,1,"['anger', 'anticipation', 'disgust', 'joy', 'surprise', 'trust']"
ουράνιος,0,1,0,0,1,0,0,0,"['anticipation', 'joy']"
τσιμέντο,0,1,0,0,0,0,0,1,"['anticipation', 'trust']"
νεκροταφείο,0,0,0,1,0,1,0,0,"['fear', 'sadness']"
λογοκριτής,1,0,1,1,0,0,0,1,"['anger', 'disgust', 'fear', 'trust']"
κέντρο,0,0,0,0,0,0,0,1,['trust']
τελετή,0,0,0,0,1,0,1,0,"['joy', 'surprise']"
πιστοποιώ,0,0,0,0,0,0,0,1,['trust']
ς,0,0,1,0,0,0,0,0,['disgust']
άχυρο,1,0,0,1,0,0,0,0,"['anger', 'fear']"
πικρία,0,0,1,0,0,1,0,0,"['disgust', 'sadness']"
Πρόεδρος,0,0,0,0,0,0,0,1,['trust']
πρόεδρος,0,0,0,0,0,0,0,1,['trust']
πρόκληση,1,0,0,1,0,0,0,0,"['anger', 'fear']"
πρωταθλητής,0,1,0,0,1,0,0,1,"['anticipation', 'joy', 'trust']"
ευκαιρία,0,0,0,0,0,0,1,0,['surprise']
καγκελάριος,0,0,0,0,0,0,0,1,['trust']
αλλαγή,0,0,0,1,0,0,0,0,['fear']
μεταβλητός,0,1,0,0,0,0,1,0,"['anticipation', 'surprise']"
άσμα,1,1,0,0,1,0,1,0,"['anger', 'anticipation', 'joy', 'surprise']"
χάος,1,0,0,1,0,1,0,0,"['anger', 'fear', 'sadness']"
χαώδης,1,0,0,0,0,0,0,0,['anger']
εφημέριος,0,0,0,0,0,0,0,1,['trust']
επιβαρυνόμενος,0,0,0,1,0,1,0,0,"['fear', 'sadness']"
φιλάνθρωπος,0,1,0,0,1,0,0,1,"['anticipation', 'joy', 'trust']"
φιλανθρωπία,0,0,0,0,1,0,0,0,['joy']
γοητευμένος,0,0,0,0,1,0,0,0,['joy']
διάγραμμα,0,0,0,0,0,0,0,1,['trust']
βάραθρο,0,0,0,1,0,0,0,0,['fear']
αγνότητα,0,1,0,0,0,0,0,1,"['anticipation', 'trust']"
απάτη,1,0,1,0,0,0,0,0,"['anger', 'disgust']"
ΛΙΣΤΑ ΕΛΕΓΧΟΥ,0,0,0,0,0,0,0,1,['trust']
κέφι,0,1,0,0,1,0,1,1,"['anticipation', 'joy', 'surprise', 'trust']"
χαρούμενος,0,0,0,0,1,0,1,0,"['joy', 'surprise']"
φαιδρότητα,0,1,0,0,1,0,0,1,"['anticipation', 'joy', 'trust']"
επευφημίες,0,0,0,0,1,0,0,0,['joy']
NO TRANSLATION,0,1,0,0,1,0,0,0,"['anticipation', 'joy']"
χημικός,0,0,0,0,0,0,0,1,['trust']
διατηρώ,0,1,0,0,1,0,1,1,"['anticipation', 'joy', 'surprise', 'trust']"
chicane,0,1,0,0,0,0,1,1,"['anticipation', 'surprise', 'trust']"
κοτόπουλο,0,0,0,1,0,0,0,0,['fear']
παιδί,0,1,0,0,1,0,0,0,"['anticipation', 'joy']"
Παιδική ηλικία,0,0,0,0,1,0,0,0,['joy']
χίμαιρα,0,0,0,1,0,0,1,0,"['fear', 'surprise']"
τερέτισμα,0,0,0,0,1,0,0,0,['joy']
σοκολάτα,0,1,0,0,1,0,0,1,"['anticipation', 'joy', 'trust']"
χορωδία,0,0,0,0,1,0,0,1,"['joy', 'trust']"
πνιγομαι,1,0,0,0,0,1,0,0,"['anger', 'sadness']"
χολέρα,0,0,1,1,0,1,0,0,"['disgust', 'fear', 'sadness']"
χορικός,0,0,0,0,1,0,0,0,['joy']
χρόνιος,0,0,0,0,0,1,0,0,['sadness']
χρονικό,0,0,0,0,0,0,0,1,['trust']
συγκρατημένο γέλιο,0,1,0,0,1,0,1,1,"['anticipation', 'joy', 'surprise', 'trust']"
Εκκλησία,0,1,0,0,1,0,0,1,"['anticipation', 'joy', 'trust']"
πολιτισμός,0,0,0,0,0,0,0,1,['trust']
πολιτισμένος,0,0,0,0,1,0,0,1,"['joy', 'trust']"
απαιτητής,1,0,1,0,0,0,0,0,"['anger', 'disgust']"
κραυγή,1,1,1,0,0,0,1,0,"['anger', 'anticipation', 'disgust', 'surprise']"
φυλή,0,0,0,0,0,0,0,1,['trust']
χειροκρότημα,0,1,0,0,1,0,0,1,"['anticipation', 'joy', 'trust']"
σύγκρουση,1,0,0,0,0,0,0,0,['anger']
σύγκρουση,1,0,0,1,0,0,0,0,"['anger', 'fear']"
κλασικά,0,0,0,0,1,0,0,0,['joy']
δαγκάνα,1,0,0,1,0,0,0,0,"['anger', 'fear']"
ΚΑΘΑΡΗ,0,0,0,0,1,0,0,1,"['joy', 'trust']"
εκτελωνισμός,0,0,0,0,0,0,0,1,['trust']
σχίζω,0,0,0,1,0,0,0,0,['fear']
κληρικός,0,0,0,0,0,0,0,1,['trust']
γκρεμός,0,0,0,1,0,0,0,0,['fear']
κορύφωση,0,1,0,0,1,0,1,1,"['anticipation', 'joy', 'surprise', 'trust']"
ρολόι,0,1,0,0,0,0,0,0,['anticipation']
εγγύτητα,0,0,0,0,1,0,0,1,"['joy', 'trust']"
κλείσιμο,0,1,0,0,1,1,0,0,"['anticipation', 'joy', 'sadness']"
θολός,0,0,0,0,0,1,0,0,['sadness']
συννεφιά,0,0,0,1,0,0,0,0,['fear']
συννεφιασμένος,0,0,0,0,0,1,0,0,['sadness']
κλόουν,0,1,0,0,1,0,1,0,"['anticipation', 'joy', 'surprise']"
ένδειξη,0,1,0,0,0,0,0,0,['anticipation']
αδέξιος,0,0,1,0,0,0,0,0,['disgust']
προπονητής,0,0,0,0,0,0,0,1,['trust']
συναυξάνω,0,0,0,0,0,0,0,1,['trust']
καταφέρνω,0,0,0,0,0,0,0,1,['trust']
κόμπρα,0,0,0,1,0,0,0,0,['fear']
κοκαΐνη,0,0,0,0,0,1,0,0,['sadness']
αναγκάζω,1,0,1,1,0,0,0,0,"['anger', 'disgust', 'fear']"
εξαναγκασμός,1,0,1,1,0,1,0,0,"['anger', 'disgust', 'fear', 'sadness']"
συνυπάρχω,0,0,0,0,0,0,0,1,['trust']
συνυπάρχουν,0,0,0,0,0,0,0,1,['trust']
φέρετρο,0,0,0,1,0,1,0,0,"['fear', 'sadness']"
πειστικός,0,0,0,0,0,0,0,1,['trust']
συνοχή,0,0,0,0,0,0,0,1,['trust']
συνεκτικός,0,0,0,0,0,0,0,1,['trust']
σύμπτωση,0,0,0,0,0,0,1,0,['surprise']
ψυχρότητα,1,0,1,1,0,1,0,0,"['anger', 'disgust', 'fear', 'sadness']"
συνεργάτης,0,0,0,0,0,0,0,1,['trust']
κατάρρευση,0,0,1,1,0,1,0,0,"['disgust', 'fear', 'sadness']"
εγγύηση,0,0,0,0,0,0,0,1,['trust']
συλλογικά,0,0,0,0,0,0,0,1,['trust']
σύγκρουση,1,0,0,0,0,0,0,0,['anger']
συμπαιγνία,1,0,1,1,0,1,0,0,"['anger', 'disgust', 'fear', 'sadness']"
συνταγματάρχης,0,0,0,0,0,0,0,1,['trust']
κώμα,0,0,0,1,0,1,0,0,"['fear', 'sadness']"
κωματώδης,0,0,0,1,0,1,0,0,"['fear', 'sadness']"
μάχη,1,0,0,1,0,0,0,0,"['anger', 'fear']"
πολεμιστής,1,0,0,1,0,0,0,0,"['anger', 'fear']"
μαχητικός,1,0,0,1,0,0,0,0,"['anger', 'fear']"
άνεση,0,1,0,0,1,0,0,1,"['anticipation', 'joy', 'trust']"
ερχομός,0,1,0,0,0,0,0,0,['anticipation']
διοικητής,0,0,0,0,0,0,0,1,['trust']
διοικών,0,0,0,0,0,0,0,1,['trust']
εορτάζω την μνήμη,0,1,0,0,1,1,0,0,"['anticipation', 'joy', 'sadness']"
εορτασμός,0,1,0,0,1,0,0,0,"['anticipation', 'joy']"
αναμνηστικός,0,1,0,0,0,0,0,0,['anticipation']
αξιέπαινος,0,0,0,0,1,0,0,1,"['joy', 'trust']"
εμπόριο,0,0,0,0,0,0,0,1,['trust']
επιτροπή,0,0,0,0,0,0,0,1,['trust']
ανάθεση,0,0,0,0,0,1,0,0,['sadness']
δεσμεύεται,0,0,0,0,0,0,0,1,['trust']
επιτροπή,0,0,0,0,0,0,0,1,['trust']
ανώτερος αξιωματικός του ναυτικού,0,0,0,0,0,0,0,1,['trust']
κοινός,0,1,0,0,0,0,0,1,"['anticipation', 'trust']"
κοινοπολιτεία,0,0,0,0,0,0,0,1,['trust']
αναταραχή,1,0,0,0,0,0,0,0,['anger']
ΕΠΙΚΟΙΝΩΝΩ,0,0,0,0,0,0,0,1,['trust']
επικοινωνία,0,0,0,0,0,0,0,1,['trust']
κοινωνία,0,0,0,0,1,0,0,1,"['joy', 'trust']"
κομμουνισμός,1,0,0,1,0,1,0,0,"['anger', 'fear', 'sadness']"
συμπαγής,0,0,0,0,0,0,0,1,['trust']
σύντροφος,0,0,0,0,1,0,0,1,"['joy', 'trust']"
πυξίδα,0,0,0,0,0,0,0,1,['trust']
συμπόνια,0,0,0,1,0,0,0,0,['fear']
αποζημιώνω,0,1,0,0,1,0,1,1,"['anticipation', 'joy', 'surprise', 'trust']"
επάρκεια,0,0,0,0,0,0,0,1,['trust']
ικανότητας,0,0,0,0,0,0,0,1,['trust']
ικανός,0,0,0,0,0,0,0,1,['trust']
ανταγωνισμός,0,1,0,0,0,0,0,0,['anticipation']
κανω παραπονα,1,0,0,0,0,1,0,0,"['anger', 'sadness']"
καταγγελία,1,0,0,0,0,0,0,0,['anger']
συμπλήρωμα,0,1,0,0,1,0,1,1,"['anticipation', 'joy', 'surprise', 'trust']"
ολοκληρώνοντας,0,1,0,0,1,0,0,0,"['anticipation', 'joy']"
ολοκλήρωση,0,1,0,0,1,0,0,0,"['anticipation', 'joy']"
συμμόρφωση,0,0,0,0,0,0,0,1,['trust']
περιπλέκω,1,0,0,0,0,0,0,0,['anger']
NO TRANSLATION,0,1,0,0,1,0,1,1,"['anticipation', 'joy', 'surprise', 'trust']"
κοπρόχωμα,0,0,1,0,0,0,0,0,['disgust']
συμπιέζω,1,0,0,0,0,0,0,0,['anger']
ελεγκτής,0,0,0,0,0,0,0,1,['trust']
καταναγκασμός,1,0,0,0,0,0,0,0,['anger']
σύντροφος,0,0,0,0,0,0,0,1,['trust']
κρύβουν,0,0,0,0,0,1,0,0,['sadness']
απόκρυψη,0,1,0,1,0,0,1,0,"['anticipation', 'fear', 'surprise']"
απόκρυψη,1,1,0,1,0,0,0,0,"['anger', 'anticipation', 'fear']"
ενδιαφερόμενος,0,0,0,1,0,1,0,0,"['fear', 'sadness']"
συμβιβασμός,0,0,0,0,1,0,0,1,"['joy', 'trust']"
ομόνοια,0,0,0,0,0,0,0,1,['trust']
συμφωνία,0,0,0,0,0,0,0,1,['trust']
διάσειση,1,0,0,0,0,1,0,0,"['anger', 'sadness']"
καταδικάζω,1,0,0,0,0,0,0,0,['anger']
καταδίκη,1,1,1,1,0,1,0,0,"['anger', 'anticipation', 'disgust', 'fear', 'sadness']"
συγκατάβαση,1,0,1,0,0,1,0,0,"['anger', 'disgust', 'sadness']"
συλλυπητήρια,0,0,0,0,0,1,0,0,['sadness']
συνασπίζομαι,0,0,0,0,0,0,0,1,['trust']
ομολογώ,0,0,0,0,0,0,0,1,['trust']
ομολογία,0,1,0,1,0,1,1,0,"['anticipation', 'fear', 'sadness', 'surprise']"
εξομολογητήριο,0,0,0,1,0,0,0,1,"['fear', 'trust']"
εμπιστεύομαι,0,0,0,0,0,0,0,1,['trust']
αυτοπεποίθηση,0,0,0,1,1,0,0,1,"['fear', 'joy', 'trust']"
βέβαιος,0,0,0,0,1,0,0,1,"['joy', 'trust']"
εμπιστευτικός,0,0,0,0,0,0,0,1,['trust']
NO TRANSLATION,0,0,0,0,0,0,0,1,['trust']
περιορίζω,1,0,0,1,0,1,0,0,"['anger', 'fear', 'sadness']"
περιορισμένος,1,0,1,1,0,1,0,0,"['anger', 'disgust', 'fear', 'sadness']"
περιορισμός,1,0,0,1,0,1,0,0,"['anger', 'fear', 'sadness']"
επιβεβαίωση,0,0,0,0,0,0,0,1,['trust']
επιβεβαιωμένος,0,0,0,0,0,0,0,1,['trust']
κατάσχω,1,0,0,0,0,1,0,0,"['anger', 'sadness']"
πυρκαγιά,1,0,0,1,0,0,0,0,"['anger', 'fear']"
σύγκρουση,1,0,0,1,0,1,0,0,"['anger', 'fear', 'sadness']"
συμμόρφωση,0,0,0,0,0,0,0,1,['trust']
αντιμετωπίζω,1,0,0,0,0,0,0,0,['anger']
σύγχυση,1,0,0,1,0,0,0,0,"['anger', 'fear']"
συσφαιρώνω,0,0,0,0,0,0,0,1,['trust']
συγχαρητήριος,0,0,0,0,1,0,0,0,['joy']
εκκλησίασμα,0,0,0,0,0,0,0,1,['trust']
συνέδριο,0,0,1,0,0,0,0,1,"['disgust', 'trust']"
βουλευτής,0,0,0,0,0,0,0,1,['trust']
μαθηματική αναλογία,0,0,0,0,0,0,0,1,['trust']
εικασία,0,1,0,0,0,0,0,0,['anticipation']
εξορκίζω,0,1,0,0,0,0,1,0,"['anticipation', 'surprise']"
συνδετικός,0,0,0,0,0,0,0,1,['trust']
γνώστης,0,0,0,0,1,0,0,1,"['joy', 'trust']"
